时间(s),电容(F),品质因素(Q)
23.8416,2.44649e-11,154.043
23.9216,2.17169e-11,96.838
24.0016,2.45677e-11,126.367
24.0816,2.48935e-11,161.11
24.1616,2.18173e-11,121.668
24.2416,2.24251e-11,113.217
24.3216,2.42021e-11,109.322
24.4016,2.20133e-11,130.293
24.4816,2.14761e-11,109.084
24.5616,2.48654e-11,152.417
24.6416,2.43672e-11,139.832
24.7216,2.1764e-11,134.121
24.8017,2.45577e-11,139.833
24.8817,2.47035e-11,154.223
24.9617,2.17692e-11,124.154
25.0417,2.41961e-11,116.493
25.1217,2.40767e-11,150.76
25.2017,2.18964e-11,125.858
25.2817,2.14836e-11,111.135
25.3617,2.52082e-11,139.311
25.4417,2.41858e-11,130.012
25.5217,2.17649e-11,127.533
25.6017,2.47087e-11,126.719
25.6817,2.46823e-11,151.095
25.7617,2.1782e-11,134.038
25.8417,2.4764e-11,165.881
25.9217,2.52608e-11,161.321
26.0017,2.19469e-11,114.055
26.0817,2.19952e-11,104.863
26.1617,2.5067e-11,149.577
26.2417,2.44157e-11,137.773
26.3218,2.17613e-11,107.658
26.4018,2.45472e-11,127.7
26.4818,2.48874e-11,158.422
26.5618,2.18683e-11,104.244
26.6418,2.22487e-11,117.827
26.7218,2.44136e-11,141.158
26.8018,2.2079e-11,128.744
26.8818,2.16761e-11,132.281
26.9618,2.51552e-11,158.362
27.0418,2.43266e-11,133.674
27.1218,2.17751e-11,139.235
27.2018,2.46617e-11,145.531
27.2818,2.47174e-11,131.908
27.3618,2.18547e-11,125.307
27.4418,2.23635e-11,136.32
27.5218,2.5443e-11,155.829
27.6018,2.27446e-11,136.84
27.6818,2.17136e-11,142.044
27.7619,2.51247e-11,134.768
27.8419,2.49957e-11,127.851
27.9219,2.17778e-11,102.439
28.0019,2.47578e-11,170.573
28.0819,2.41773e-11,131.955
28.1619,2.19422e-11,130.775
28.2419,2.1772e-11,127.24
28.3219,2.5181e-11,154.97
28.4019,2.44098e-11,115.441
28.4819,2.17781e-11,126.926
28.5619,2.46536e-11,135.465
28.6419,2.4905e-11,120.426
28.7219,2.18277e-11,111.813
28.8019,2.25753e-11,106.458
28.8819,2.44335e-11,126.789
28.9619,2.19241e-11,125.8
29.0419,2.15122e-11,137.969
29.1219,2.56232e-11,181.397
29.2019,2.39069e-11,127.841
29.282,2.17186e-11,131.756
29.362,2.4946e-11,116.896
29.442,2.48226e-11,120.551
29.522,2.17822e-11,103.837
29.602,2.47556e-11,137.343
29.682,2.53016e-11,112.202
29.762,2.19388e-11,136.925
29.842,2.17715e-11,118.973
29.922,2.52583e-11,155.066
30.002,2.25457e-11,132.274
30.082,2.1738e-11,123.938
30.162,2.51622e-11,153.446
30.242,2.48898e-11,135.393
30.322,2.18084e-11,123.623
30.402,2.44397e-11,118.814
30.482,2.50232e-11,125.288
30.562,2.19376e-11,137.062
30.642,2.17177e-11,136.701
30.722,2.53803e-11,148.722
30.8021,2.35312e-11,132.204
30.8821,2.17137e-11,136.116
30.9621,2.509e-11,118.151
31.0421,2.46525e-11,133.33
31.1221,2.18227e-11,112.461
31.2021,2.3724e-11,151.054
31.2821,2.40389e-11,157.276
31.3621,2.19429e-11,106.493
31.4421,2.16178e-11,97.7466
31.5221,2.55138e-11,143.421
31.6021,2.25817e-11,111.956
31.6821,2.17567e-11,113.146
31.7621,2.51178e-11,123.055
31.8421,2.47e-11,119.041
31.9221,2.17634e-11,112.256
32.0021,2.44999e-11,155.873
32.0821,2.48274e-11,148.743
32.1621,2.18619e-11,109.602
32.2421,2.33578e-11,142.545
32.3222,2.46543e-11,191.855
32.4022,2.19954e-11,133.065
32.4822,2.16616e-11,107.522
32.5622,2.51284e-11,156.027
32.6422,2.4408e-11,110.735
32.7222,2.17808e-11,142.362
32.8022,2.45383e-11,138.416
32.8822,2.50238e-11,127.792
32.9622,2.19097e-11,129.052
33.0422,2.17214e-11,118.373
33.1222,2.52511e-11,176.647
33.2022,2.43089e-11,130.66
33.2822,2.17294e-11,108.237
33.3622,2.45589e-11,150.046
33.4422,2.47358e-11,159.83
33.5222,2.17724e-11,126.12
33.6022,2.49201e-11,144.459
33.6822,2.50789e-11,120.93
33.7623,2.18756e-11,102.702
33.8423,2.2232e-11,128.433
33.9223,2.44908e-11,170.586
34.0023,2.19456e-11,106.466
34.0823,2.17222e-11,97.5656
34.1623,2.51363e-11,119.419
34.2423,2.40655e-11,142.261
34.3223,2.17574e-11,132.416
34.4023,2.47966e-11,120.752
34.4823,2.49831e-11,122.673
34.5623,2.17949e-11,135.59
34.6423,2.43089e-11,125.853
34.7223,2.49856e-11,119.173
34.8023,2.19391e-11,127.131
34.8823,2.18534e-11,109.814
34.9623,2.53022e-11,140.371
35.0423,2.43543e-11,117.563
35.1223,2.17214e-11,123.343
35.2023,2.48946e-11,126.634
35.2824,2.46534e-11,102.351
35.3624,2.18898e-11,156.884
35.4424,2.2557e-11,147.588
35.5224,2.47648e-11,130.451
35.6024,2.34367e-11,116.308
35.6824,2.17187e-11,105.045
35.7624,2.51095e-11,124.707
35.8424,2.49297e-11,114.562
35.9224,2.18132e-11,107.086
36.0024,2.47816e-11,124.236
36.0824,2.48466e-11,141.729
36.1624,2.19374e-11,133.524
36.2424,2.17024e-11,103.127
36.3224,2.56285e-11,123.572
36.4024,2.39679e-11,106.368
36.4824,2.17356e-11,138.848
36.5624,2.50026e-11,155.443
36.6424,2.48923e-11,119.04
36.7224,2.18102e-11,107.523
36.8025,2.46614e-11,167.469
36.8825,2.54389e-11,159.105
36.9625,2.1886e-11,126.819
37.0425,2.16875e-11,144.35
37.1225,2.52459e-11,136.435
37.2025,2.4381e-11,111.936
37.2825,2.1731e-11,120.488
37.3625,2.45658e-11,153.222
37.4425,2.49357e-11,122.632
37.5225,2.17903e-11,133.24
37.6025,2.43224e-11,121.093
37.6825,2.52098e-11,128.674
37.7625,2.25173e-11,99.7325
37.8425,2.17196e-11,130.59
37.9225,2.47804e-11,127.156
38.0025,2.42667e-11,124.35
38.0825,2.17721e-11,139.194
38.1625,2.48546e-11,158.176
38.2425,2.48464e-11,141.711
38.3226,2.17944e-11,100.273
38.4026,2.43055e-11,145.703
38.4826,2.39503e-11,134.433
38.5626,2.20378e-11,98.9098
38.6426,2.16753e-11,124.93
38.7226,2.51283e-11,140.338
38.8026,2.3458e-11,142.365
38.8826,2.17717e-11,103.529
38.9626,2.47328e-11,123.712
39.0426,2.49684e-11,150.378
39.1226,2.18227e-11,103.24
39.2026,2.40004e-11,196.73
39.2826,2.38763e-11,128.856
39.3626,2.20646e-11,130.943
39.4426,2.1683e-11,122.643
39.5226,2.49355e-11,118.356
39.6026,2.37747e-11,141.98
39.6826,2.17495e-11,101.14
39.7627,2.46453e-11,144.795
39.8427,2.4964e-11,116.917
39.9227,2.18604e-11,126.729
40.0027,2.20701e-11,100.318
40.0827,2.42207e-11,121.635
40.1627,2.23725e-11,124.913
40.2427,2.17009e-11,118.944
40.3227,2.50928e-11,150.344
40.4027,2.34925e-11,112.187
40.4827,2.17358e-11,111.177
40.5627,2.47304e-11,122.665
40.6427,2.49346e-11,121.759
40.7227,2.18145e-11,141.968
40.8027,2.25334e-11,135.504
40.8827,2.48444e-11,141.412
40.9627,2.19989e-11,136.418
41.0427,2.17081e-11,104.243
41.1227,2.50431e-11,134.866
41.2027,2.35317e-11,122.958
41.2828,2.17275e-11,123.372
41.3628,2.47882e-11,134.259
41.4428,2.46671e-11,109.681
41.5228,2.19015e-11,135.098
41.6028,2.2368e-11,120.522
41.6828,2.46743e-11,139.97
41.7628,2.2041e-11,134.339
41.8428,2.17331e-11,127.334
41.9228,2.52278e-11,146.9
42.0028,2.46444e-11,117.851
42.0828,2.18258e-11,123.753
42.1628,2.47155e-11,110.756
42.2428,2.53229e-11,130.685
42.3228,2.18881e-11,160.154
42.4028,2.19472e-11,116.88
42.4828,2.55161e-11,179.096
42.5628,2.36901e-11,146.078
42.6428,2.17105e-11,130.388
42.7228,2.49762e-11,150.577
42.8029,2.47468e-11,140.914
42.8829,2.17904e-11,132.124
42.9629,2.48081e-11,162.824
43.0429,2.52539e-11,151.019
43.1229,2.18876e-11,104.436
43.2029,2.17511e-11,116.277
43.2829,2.5665e-11,125.377
43.3629,2.3739e-11,119.133
43.4429,2.17227e-11,131.384
43.5229,2.51218e-11,168.122
43.6029,2.38153e-11,115.051
43.6829,2.17351e-11,100.361
43.7629,2.45345e-11,145.57
43.8429,2.47192e-11,149.76
43.9229,2.18042e-11,134.3
44.0029,2.49342e-11,120.282
44.0829,2.53069e-11,123.946
44.1629,2.18788e-11,100.675
44.2429,2.18218e-11,166.108
44.323,2.54324e-11,171.915
44.403,2.30896e-11,132.4
44.483,2.17335e-11,97.444
44.563,2.51105e-11,140.959
44.643,2.39198e-11,115.808
44.723,2.17832e-11,141.037
44.803,2.48162e-11,130.947
44.883,2.48452e-11,122.552
44.963,2.18285e-11,100.608
45.043,2.43247e-11,124.901
45.123,2.4204e-11,112.397
45.203,2.19506e-11,128.491
45.283,2.15611e-11,110.271
45.363,2.52667e-11,166.845
45.443,2.42052e-11,109.801
45.523,2.17174e-11,101.679
45.603,2.49709e-11,130.022
45.683,2.52028e-11,160.177
45.7631,2.18185e-11,109.064
45.8431,2.46312e-11,124.538
45.9231,2.45926e-11,132.66
46.0031,2.18976e-11,120.338
46.0831,2.26704e-11,138.513
46.1631,2.4378e-11,118.735
46.2431,2.20643e-11,125.569
46.3231,2.17295e-11,126.744
46.4031,2.52122e-11,148.008
46.4831,2.39989e-11,119.234
46.5631,2.17609e-11,121.362
46.6431,2.49418e-11,129.49
46.7231,2.48448e-11,134.947
46.8031,2.17933e-11,111.978
46.8831,2.36727e-11,126.712
